date,year,month,day,season,season_number,season_label,temperature_avg,temperature_min,temperature_max,precipitation_total,rain_total,snowfall_total,humidity_avg,humidity_min,humidity_max,observation_hours
2015-01-15,2015,1,15,Winter,4,2015 Winter,-1.6708333333333334,-5.1,3.3,0.0,0.0,0.0,79.20833333333333,59.0,91.0,24
2015-01-16,2015,1,16,Winter,4,2015 Winter,-2.6416666666666666,-6.3,2.8,0.0,0.0,0.0,48.25,22.0,92.0,24
2015-01-17,2015,1,17,Winter,4,2015 Winter,-3.483333333333334,-8.5,2.1,0.0,0.0,0.0,37.791666666666664,29.0,44.0,24
2015-01-18,2015,1,18,Winter,4,2015 Winter,0.375,-3.9,7.3,0.0,0.0,0.21000000000000002,38.791666666666664,20.0,63.0,24
2015-01-19,2015,1,19,Winter,4,2015 Winter,-0.04166666666666663,-4.6,5.9,0.0,0.0,0.0,36.708333333333336,22.0,68.0,24
2015-01-20,2015,1,20,Winter,4,2015 Winter,-1.3666666666666665,-5.1,4.9,0.0,0.0,0.0,63.416666666666664,40.0,80.0,24
2015-01-21,2015,1,21,Winter,4,2015 Winter,0.0625,-4.4,5.1,0.0,0.0,0.0,37.791666666666664,22.0,51.0,24
2015-01-22,2015,1,22,Winter,4,2015 Winter,-1.3625,-6.0,5.6,0.0,0.0,0.0,47.25,29.0,60.0,24
2015-01-23,2015,1,23,Winter,4,2015 Winter,-0.6166666666666666,-4.6,6.4,0.0,0.0,0.0,54.375,33.0,75.0,24
2015-01-24,2015,1,24,Winter,4,2015 Winter,-0.5375,-4.2,3.2,1.0,0.0,0.77,54.208333333333336,36.0,78.0,24
2015-01-25,2015,1,25,Winter,4,2015 Winter,-0.7583333333333333,-4.9,4.6,0.0,0.0,0.0,74.79166666666667,51.0,91.0,24
2015-01-26,2015,1,26,Winter,4,2015 Winter,-0.8666666666666667,-4.2,4.2,0.0,0.0,0.0,49.25,16.0,89.0,24
2015-01-27,2015,1,27,Winter,4,2015 Winter,-4.091666666666667,-8.4,1.0,0.0,0.0,0.0,18.458333333333332,13.0,26.0,24
2015-01-28,2015,1,28,Winter,4,2015 Winter,-3.1333333333333333,-6.9,1.0,0.0,0.0,0.0,25.791666666666668,18.0,32.0,24
2015-01-29,2015,1,29,Winter,4,2015 Winter,-1.0125,-4.3,4.5,0.0,0.0,0.0,30.791666666666668,15.0,47.0,24
2015-01-30,2015,1,30,Winter,4,2015 Winter,-3.0666666666666664,-7.2,2.3,0.0,0.0,0.0,23.166666666666668,12.0,35.0,24
2015-01-31,2015,1,31,Winter,4,2015 Winter,-3.6833333333333336,-8.1,2.3,0.0,0.0,0.0,28.291666666666668,17.0,45.0,24
2015-02-01,2015,2,1,Winter,4,2015 Winter,-1.9708333333333332,-6.4,3.5,0.0,0.0,0.0,36.708333333333336,24.0,45.0,24
2015-02-02,2015,2,2,Winter,4,2015 Winter,-1.2416666666666667,-6.4,3.7,0.0,0.0,0.0,39.708333333333336,24.0,56.0,24
2015-02-03,2015,2,3,Winter,4,2015 Winter,0.5583333333333332,-3.7,8.3,0.0,0.0,0.0,44.708333333333336,23.0,64.0,24
2015-02-04,2015,2,4,Winter,4,2015 Winter,0.7999999999999999,-3.9,6.8,0.0,0.0,0.0,28.083333333333332,20.0,36.0,24
2015-02-05,2015,2,5,Winter,4,2015 Winter,0.625,-4.2,6.7,0.0,0.0,0.0,37.5,26.0,48.0,24
2015-02-06,2015,2,6,Winter,4,2015 Winter,1.3791666666666667,-4.3,8.9,0.0,0.0,0.0,46.083333333333336,27.0,62.0,24
2015-02-07,2015,2,7,Winter,4,2015 Winter,0.49166666666666664,-4.2,3.9,0.0,0.0,0.0,26.375,14.0,60.0,24
2015-02-08,2015,2,8,Winter,4,2015 Winter,-3.6374999999999997,-7.7,0.8,0.0,0.0,0.0,18.916666666666668,13.0,31.0,24
2015-02-09,2015,2,9,Winter,4,2015 Winter,-1.1666666666666667,-6.9,6.4,0.0,0.0,0.0,32.625,22.0,45.0,24
2015-02-10,2015,2,10,Winter,4,2015 Winter,1.5958333333333334,-4.4,11.0,0.0,0.0,0.0,45.708333333333336,24.0,72.0,24
2015-02-11,2015,2,11,Winter,4,2015 Winter,1.9458333333333335,-3.0,8.4,0.0,0.0,0.0,38.833333333333336,21.0,65.0,24
2015-02-12,2015,2,12,Winter,4,2015 Winter,-0.12916666666666668,-4.2,5.9,0.0,0.0,0.0,41.416666666666664,25.0,62.0,24
2015-02-13,2015,2,13,Winter,4,2015 Winter,0.9416666666666668,-4.1,8.5,0.0,0.0,0.0,52.416666666666664,32.0,67.0,24
2015-02-14,2015,2,14,Winter,4,2015 Winter,3.4625,-2.5,11.5,0.0,0.0,0.0,51.583333333333336,31.0,74.0,24
2015-02-15,2015,2,15,Winter,4,2015 Winter,3.6291666666666664,-0.4,9.7,0.0,0.0,0.0,56.666666666666664,32.0,89.0,24
2015-02-16,2015,2,16,Winter,4,2015 Winter,3.716666666666667,-3.4,12.6,0.0,0.0,0.0,51.541666666666664,17.0,91.0,24
2015-02-17,2015,2,17,Winter,4,2015 Winter,2.6750000000000003,-4.0,10.1,0.0,0.0,0.0,45.75,26.0,67.0,24
2015-02-18,2015,2,18,Winter,4,2015 Winter,1.7,-3.7,8.7,0.0,0.0,0.0,52.083333333333336,27.0,81.0,24
2015-02-19,2015,2,19,Winter,4,2015 Winter,0.36250000000000004,-3.5,6.5,1.0,1.0,0.0,65.45833333333333,37.0,95.0,24
2015-02-20,2015,2,20,Winter,4,2015 Winter,1.2,-1.1,4.4,3.3,0.9,1.6800000000000002,87.95833333333333,65.0,100.0,24
2015-02-21,2015,2,21,Winter,4,2015 Winter,2.1125000000000003,-1.9,9.3,0.1,0.0,0.07,65.45833333333333,12.0,100.0,24
2015-02-22,2015,2,22,Winter,4,2015 Winter,-0.9375,-5.4,5.3,0.0,0.0,0.0,21.125,14.0,40.0,24
2015-02-23,2015,2,23,Winter,4,2015 Winter,-0.4666666666666666,-6.0,6.0,0.0,0.0,0.0,35.041666666666664,19.0,49.0,24
2015-02-24,2015,2,24,Winter,4,2015 Winter,1.1041666666666667,-5.5,7.4,0.7,0.7,0.0,52.916666666666664,38.0,87.0,24
2015-02-25,2015,2,25,Winter,4,2015 Winter,0.9291666666666666,-3.3,6.6,0.0,0.0,0.0,42.416666666666664,13.0,88.0,24
2015-02-26,2015,2,26,Winter,4,2015 Winter,0.11250000000000004,-4.6,5.9,0.0,0.0,0.0,25.458333333333332,15.0,44.0,24
2015-02-27,2015,2,27,Winter,4,2015 Winter,-0.5166666666666667,-4.6,3.7,0.0,0.0,0.0,34.708333333333336,26.0,54.0,24
2015-02-28,2015,2,28,Winter,4,2015 Winter,0.25416666666666665,-3.6,5.9,0.0,0.0,0.28,65.66666666666667,46.0,83.0,24
2015-03-01,2015,3,1,Spring,1,2015 Spring,2.4625,-5.3,11.2,0.0,0.0,0.0,42.208333333333336,16.0,83.0,24
2015-03-02,2015,3,2,Spring,1,2015 Spring,4.745833333333334,-3.4,13.8,0.0,0.0,0.0,36.958333333333336,14.0,60.0,24
2015-03-03,2015,3,3,Spring,1,2015 Spring,1.6291666666666667,-2.9,5.6,0.0,0.0,0.0,15.416666666666666,10.0,22.0,24
2015-03-04,2015,3,4,Spring,1,2015 Spring,-0.4166666666666667,-5.4,5.1,0.0,0.0,0.0,20.875,13.0,33.0,24
2015-03-05,2015,3,5,Spring,1,2015 Spring,0.9666666666666668,-4.9,7.7,0.0,0.0,0.0,32.916666666666664,20.0,53.0,24
2015-03-06,2015,3,6,Spring,1,2015 Spring,3.3541666666666665,-3.1,11.2,0.0,0.0,0.0,48.5,33.0,59.0,24
2015-03-07,2015,3,7,Spring,1,2015 Spring,5.779166666666668,-2.8,13.0,0.0,0.0,0.0,54.083333333333336,24.0,84.0,24
2015-03-08,2015,3,8,Spring,1,2015 Spring,5.220833333333333,-1.6,12.8,0.0,0.0,0.0,48.541666666666664,15.0,89.0,24
2015-03-09,2015,3,9,Spring,1,2015 Spring,0.24166666666666678,-5.1,4.7,0.0,0.0,0.0,16.125,8.0,35.0,24
2015-03-10,2015,3,10,Spring,1,2015 Spring,0.8833333333333333,-6.4,8.1,0.0,0.0,0.0,26.333333333333332,18.0,48.0,24
2015-03-11,2015,3,11,Spring,1,2015 Spring,2.6041666666666665,-5.0,10.8,0.0,0.0,0.0,32.5,14.0,64.0,24
2015-03-12,2015,3,12,Spring,1,2015 Spring,4.2375,-4.0,11.8,0.0,0.0,0.0,33.166666666666664,16.0,53.0,24
2015-03-13,2015,3,13,Spring,1,2015 Spring,4.341666666666667,-4.1,12.4,0.0,0.0,0.0,41.166666666666664,14.0,81.0,24
2015-03-14,2015,3,14,Spring,1,2015 Spring,4.625,-2.2,12.9,0.0,0.0,0.0,47.958333333333336,27.0,73.0,24
2015-03-15,2015,3,15,Spring,1,2015 Spring,7.354166666666667,-2.6,17.1,0.0,0.0,0.0,43.333333333333336,14.0,84.0,24
2015-03-16,2015,3,16,Spring,1,2015 Spring,10.1875,1.6,18.2,0.0,0.0,0.0,56.666666666666664,41.0,84.0,24
2015-03-17,2015,3,17,Spring,1,2015 Spring,9.670833333333333,4.2,15.8,0.0,0.0,0.0,52.166666666666664,25.0,85.0,24
2015-03-18,2015,3,18,Spring,1,2015 Spring,8.770833333333334,3.6,14.9,0.0,0.0,0.0,37.5,24.0,65.0,24
2015-03-19,2015,3,19,Spring,1,2015 Spring,10.266666666666667,0.9,18.6,0.0,0.0,0.0,45.0,19.0,82.0,24
2015-03-20,2015,3,20,Spring,1,2015 Spring,11.483333333333334,1.9,20.1,0.0,0.0,0.0,31.291666666666668,11.0,57.0,24
2015-03-21,2015,3,21,Spring,1,2015 Spring,11.295833333333334,2.9,18.6,0.0,0.0,0.0,21.375,9.0,44.0,24
2015-03-22,2015,3,22,Spring,1,2015 Spring,8.270833333333334,3.6,13.3,0.0,0.0,0.0,19.166666666666668,12.0,34.0,24
2015-03-23,2015,3,23,Spring,1,2015 Spring,8.620833333333334,-2.1,17.7,0.0,0.0,0.0,26.833333333333332,10.0,58.0,24
2015-03-24,2015,3,24,Spring,1,2015 Spring,8.520833333333334,1.0,16.2,0.0,0.0,0.0,32.541666666666664,18.0,52.0,24
2015-03-25,2015,3,25,Spring,1,2015 Spring,9.633333333333333,0.2,18.5,0.0,0.0,0.0,48.25,29.0,75.0,24
2015-03-26,2015,3,26,Spring,1,2015 Spring,12.612499999999999,4.2,20.2,0.0,0.0,0.0,37.958333333333336,16.0,68.0,24
2015-03-27,2015,3,27,Spring,1,2015 Spring,13.808333333333332,6.1,21.1,0.0,0.0,0.0,39.125,24.0,62.0,24
2015-03-28,2015,3,28,Spring,1,2015 Spring,16.125,7.8,23.6,0.0,0.0,0.0,35.5,19.0,62.0,24
2015-03-29,2015,3,29,Spring,1,2015 Spring,16.308333333333334,7.4,24.2,0.0,0.0,0.0,32.791666666666664,18.0,57.0,24
2015-03-30,2015,3,30,Spring,1,2015 Spring,17.904166666666665,11.5,23.8,0.0,0.0,0.0,42.291666666666664,27.0,58.0,24
2015-03-31,2015,3,31,Spring,1,2015 Spring,13.174999999999999,7.6,16.6,0.9,0.9,0.0,63.375,54.0,74.0,24
2015-04-01,2015,4,1,Spring,1,2015 Spring,9.3375,5.2,14.7,2.6,2.6,0.0,52.208333333333336,13.0,89.0,24
2015-04-02,2015,4,2,Spring,1,2015 Spring,8.833333333333334,4.0,16.0,8.700000000000001,8.700000000000001,0.0,67.58333333333333,39.0,89.0,24
2015-04-03,2015,4,3,Spring,1,2015 Spring,10.854166666666666,6.3,16.1,0.0,0.0,0.0,48.166666666666664,33.0,64.0,24
2015-04-04,2015,4,4,Spring,1,2015 Spring,11.116666666666667,5.0,17.0,0.0,0.0,0.0,53.375,36.0,74.0,24
2015-04-05,2015,4,5,Spring,1,2015 Spring,12.191666666666668,5.6,18.0,0.0,0.0,0.0,39.166666666666664,16.0,89.0,24
2015-04-06,2015,4,6,Spring,1,2015 Spring,7.3125,3.9,11.1,0.0,0.0,0.0,21.916666666666668,16.0,37.0,24
2015-04-07,2015,4,7,Spring,1,2015 Spring,6.545833333333333,-0.2,12.5,0.0,0.0,0.0,26.666666666666668,13.0,49.0,24
2015-04-08,2015,4,8,Spring,1,2015 Spring,7.970833333333334,2.1,12.9,0.0,0.0,0.0,49.75,37.0,70.0,24
2015-04-09,2015,4,9,Spring,1,2015 Spring,10.379166666666666,3.1,17.5,0.0,0.0,0.0,59.5,36.0,83.0,24
2015-04-10,2015,4,10,Spring,1,2015 Spring,13.174999999999999,4.4,21.2,0.0,0.0,0.0,53.666666666666664,24.0,84.0,24
2015-04-11,2015,4,11,Spring,1,2015 Spring,14.008333333333333,7.5,21.2,1.5,1.5,0.0,55.5,29.0,86.0,24
2015-04-12,2015,4,12,Spring,1,2015 Spring,8.112499999999999,4.9,12.4,7.0,7.0,0.0,49.25,30.0,90.0,24
2015-04-13,2015,4,13,Spring,1,2015 Spring,10.75,4.3,17.5,1.9,1.9,0.0,43.708333333333336,26.0,73.0,24
2015-04-14,2015,4,14,Spring,1,2015 Spring,14.637500000000001,4.5,24.7,0.0,0.0,0.0,41.5,20.0,69.0,24
2015-04-15,2015,4,15,Spring,1,2015 Spring,18.258333333333333,9.4,28.4,0.0,0.0,0.0,39.041666666666664,22.0,63.0,24
2015-04-16,2015,4,16,Spring,1,2015 Spring,15.245833333333332,9.8,20.8,0.0,0.0,0.0,14.833333333333334,11.0,23.0,24
2015-04-17,2015,4,17,Spring,1,2015 Spring,16.8875,8.4,25.8,0.0,0.0,0.0,27.958333333333332,15.0,46.0,24
2015-04-18,2015,4,18,Spring,1,2015 Spring,16.404166666666665,12.8,21.1,0.7,0.7,0.0,52.833333333333336,39.0,78.0,24
2015-04-19,2015,4,19,Spring,1,2015 Spring,15.0625,10.3,20.5,0.0,0.0,0.0,49.583333333333336,13.0,94.0,24
2015-04-20,2015,4,20,Spring,1,2015 Spring,14.595833333333333,5.3,22.3,0.0,0.0,0.0,43.875,14.0,80.0,24
2015-04-21,2015,4,21,Spring,1,2015 Spring,18.816666666666666,10.0,28.4,0.0,0.0,0.0,28.583333333333332,9.0,59.0,24
2015-04-22,2015,4,22,Spring,1,2015 Spring,18.020833333333332,7.0,26.2,0.0,0.0,0.0,27.416666666666668,13.0,57.0,24
2015-04-23,2015,4,23,Spring,1,2015 Spring,21.208333333333332,11.9,30.1,0.0,0.0,0.0,24.041666666666668,9.0,56.0,24
2015-04-24,2015,4,24,Spring,1,2015 Spring,19.375,9.5,27.0,0.0,0.0,0.0,22.75,11.0,42.0,24
2015-04-25,2015,4,25,Spring,1,2015 Spring,22.90416666666667,11.8,32.7,0.0,0.0,0.0,26.666666666666668,9.0,52.0,24
2015-04-26,2015,4,26,Spring,1,2015 Spring,24.425,13.8,33.1,0.0,0.0,0.0,28.166666666666668,14.0,54.0,24
2015-04-27,2015,4,27,Spring,1,2015 Spring,23.020833333333332,16.6,31.2,0.9,0.9,0.0,44.666666666666664,24.0,68.0,24
2015-04-28,2015,4,28,Spring,1,2015 Spring,21.066666666666666,15.2,27.5,0.0,0.0,0.0,58.125,34.0,89.0,24
2015-04-29,2015,4,29,Spring,1,2015 Spring,21.212500000000002,12.8,28.8,0.0,0.0,0.0,56.916666666666664,34.0,89.0,24
2015-04-30,2015,4,30,Spring,1,2015 Spring,23.729166666666668,16.8,30.7,0.0,0.0,0.0,48.333333333333336,27.0,76.0,24
2015-05-01,2015,5,1,Spring,1,2015 Spring,19.629166666666666,14.5,28.2,13.5,13.5,0.0,65.29166666666667,36.0,88.0,24
2015-05-02,2015,5,2,Spring,1,2015 Spring,19.204166666666666,12.6,25.5,1.3,1.3,0.0,62.333333333333336,34.0,94.0,24
2015-05-03,2015,5,3,Spring,1,2015 Spring,18.541666666666668,12.8,24.5,0.0,0.0,0.0,32.375,12.0,91.0,24
2015-05-04,2015,5,4,Spring,1,2015 Spring,17.087500000000002,7.5,23.9,0.0,0.0,0.0,24.125,13.0,49.0,24
2015-05-05,2015,5,5,Spring,1,2015 Spring,19.891666666666666,11.8,27.2,0.0,0.0,0.0,30.041666666666668,13.0,64.0,24
2015-05-06,2015,5,6,Spring,1,2015 Spring,18.054166666666667,12.9,24.0,0.6000000000000001,0.6000000000000001,0.0,15.75,9.0,42.0,24
2015-05-07,2015,5,7,Spring,1,2015 Spring,17.916666666666668,10.1,25.2,1.1,1.1,0.0,41.208333333333336,17.0,82.0,24
2015-05-08,2015,5,8,Spring,1,2015 Spring,18.5,11.6,25.3,0.0,0.0,0.0,51.291666666666664,28.0,76.0,24
2015-05-09,2015,5,9,Spring,1,2015 Spring,11.5,10.2,13.9,5.5,5.5,0.0,64.0,57.0,78.0,24
2015-05-10,2015,5,10,Spring,1,2015 Spring,10.308333333333334,9.4,11.1,16.4,16.4,0.0,77.25,54.0,92.0,24
2015-05-11,2015,5,11,Spring,1,2015 Spring,13.658333333333333,7.3,20.5,0.1,0.1,0.0,57.166666666666664,22.0,97.0,24
2015-05-12,2015,5,12,Spring,1,2015 Spring,18.504166666666666,9.5,29.0,0.0,0.0,0.0,35.166666666666664,11.0,60.0,24
2015-05-13,2015,5,13,Spring,1,2015 Spring,22.579166666666666,11.4,32.0,0.0,0.0,0.0,38.333333333333336,23.0,76.0,24
2015-05-14,2015,5,14,Spring,1,2015 Spring,21.425,16.8,26.9,0.0,0.0,0.0,27.416666666666668,17.0,46.0,24
2015-05-15,2015,5,15,Spring,1,2015 Spring,20.091666666666665,16.1,25.2,0.0,0.0,0.0,32.625,22.0,52.0,24
2015-05-16,2015,5,16,Spring,1,2015 Spring,21.158333333333335,11.1,28.9,0.0,0.0,0.0,44.083333333333336,23.0,76.0,24
2015-05-17,2015,5,17,Spring,1,2015 Spring,23.9375,17.7,31.6,3.7,3.7,0.0,55.291666666666664,32.0,88.0,24
2015-05-18,2015,5,18,Spring,1,2015 Spring,22.400000000000002,14.6,29.8,0.2,0.2,0.0,41.0,11.0,97.0,24
2015-05-19,2015,5,19,Spring,1,2015 Spring,21.066666666666666,13.2,26.9,0.0,0.0,0.0,19.166666666666668,10.0,42.0,24
2015-05-20,2015,5,20,Spring,1,2015 Spring,22.579166666666666,15.3,29.0,0.0,0.0,0.0,23.458333333333332,13.0,37.0,24
2015-05-21,2015,5,21,Spring,1,2015 Spring,23.075,17.7,29.0,0.0,0.0,0.0,27.958333333333332,19.0,38.0,24
2015-05-22,2015,5,22,Spring,1,2015 Spring,22.770833333333332,13.8,30.5,0.0,0.0,0.0,37.041666666666664,21.0,65.0,24
2015-05-23,2015,5,23,Spring,1,2015 Spring,24.84166666666667,17.4,32.2,0.0,0.0,0.0,41.0,23.0,61.0,24
2015-05-24,2015,5,24,Spring,1,2015 Spring,26.3125,17.4,33.9,0.0,0.0,0.0,39.083333333333336,20.0,68.0,24
2015-05-25,2015,5,25,Spring,1,2015 Spring,27.858333333333334,19.0,35.3,0.0,0.0,0.0,34.25,21.0,60.0,24
2015-05-26,2015,5,26,Spring,1,2015 Spring,28.545833333333334,21.4,35.4,0.0,0.0,0.0,34.541666666666664,19.0,52.0,24
2015-05-27,2015,5,27,Spring,1,2015 Spring,26.7625,21.2,32.3,0.0,0.0,0.0,45.291666666666664,29.0,65.0,24
2015-05-28,2015,5,28,Spring,1,2015 Spring,26.695833333333336,20.8,33.3,0.0,0.0,0.0,46.833333333333336,30.0,64.0,24
2015-05-29,2015,5,29,Spring,1,2015 Spring,23.650000000000002,19.5,30.3,7.3,7.3,0.0,65.5,27.0,92.0,24
2015-05-30,2015,5,30,Spring,1,2015 Spring,24.483333333333334,16.0,31.2,0.0,0.0,0.0,48.708333333333336,21.0,85.0,24
2015-05-31,2015,5,31,Spring,1,2015 Spring,27.354166666666668,17.6,34.9,0.0,0.0,0.0,43.416666666666664,23.0,78.0,24
2015-06-01,2015,6,1,Summer,2,2015 Summer,29.116666666666664,22.3,34.8,0.0,0.0,0.0,43.708333333333336,27.0,70.0,24
2015-06-02,2015,6,2,Summer,2,2015 Summer,26.8625,20.5,32.7,0.0,0.0,0.0,32.416666666666664,8.0,83.0,24
2015-06-03,2015,6,3,Summer,2,2015 Summer,25.854166666666668,18.1,32.7,0.0,0.0,0.0,31.708333333333332,11.0,62.0,24
2015-06-04,2015,6,4,Summer,2,2015 Summer,21.72083333333333,16.3,25.5,6.1000000000000005,6.1000000000000005,0.0,55.416666666666664,27.0,89.0,24
2015-06-05,2015,6,5,Summer,2,2015 Summer,24.195833333333336,14.3,32.9,0.0,0.0,0.0,51.166666666666664,22.0,92.0,24
2015-06-06,2015,6,6,Summer,2,2015 Summer,25.25,20.3,31.7,0.0,0.0,0.0,43.083333333333336,24.0,67.0,24
2015-06-07,2015,6,7,Summer,2,2015 Summer,22.483333333333334,15.8,29.8,0.4,0.4,0.0,50.583333333333336,19.0,83.0,24
2015-06-08,2015,6,8,Summer,2,2015 Summer,24.108333333333334,14.4,31.7,0.0,0.0,0.0,44.291666666666664,19.0,82.0,24
2015-06-09,2015,6,9,Summer,2,2015 Summer,26.066666666666666,17.2,33.4,0.0,0.0,0.0,39.291666666666664,22.0,62.0,24
2015-06-10,2015,6,10,Summer,2,2015 Summer,24.125,19.6,31.4,3.8000000000000003,3.8000000000000003,0.0,58.416666666666664,35.0,83.0,24
2015-06-11,2015,6,11,Summer,2,2015 Summer,23.84166666666667,16.2,29.9,0.0,0.0,0.0,47.791666666666664,23.0,94.0,24
2015-06-12,2015,6,12,Summer,2,2015 Summer,24.47083333333333,18.3,29.4,0.0,0.0,0.0,37.541666666666664,24.0,58.0,24
2015-06-13,2015,6,13,Summer,2,2015 Summer,24.59583333333333,20.7,29.4,0.0,0.0,0.0,44.541666666666664,33.0,59.0,24
2015-06-14,2015,6,14,Summer,2,2015 Summer,26.083333333333332,19.4,32.5,0.0,0.0,0.0,46.791666666666664,24.0,76.0,24
2015-06-15,2015,6,15,Summer,2,2015 Summer,26.891666666666666,20.8,32.9,0.0,0.0,0.0,46.541666666666664,29.0,66.0,24
2015-06-16,2015,6,16,Summer,2,2015 Summer,28.670833333333334,21.3,34.8,0.0,0.0,0.0,41.041666666666664,24.0,64.0,24
2015-06-17,2015,6,17,Summer,2,2015 Summer,27.733333333333334,22.2,33.9,2.4000000000000004,2.4000000000000004,0.0,48.708333333333336,29.0,68.0,24
2015-06-18,2015,6,18,Summer,2,2015 Summer,27.445833333333336,19.9,33.2,0.0,0.0,0.0,30.833333333333332,13.0,78.0,24
2015-06-19,2015,6,19,Summer,2,2015 Summer,21.974999999999998,18.5,25.5,0.0,0.0,0.0,48.833333333333336,33.0,74.0,24
2015-06-20,2015,6,20,Summer,2,2015 Summer,24.8,15.2,32.0,0.0,0.0,0.0,46.791666666666664,23.0,86.0,24
2015-06-21,2015,6,21,Summer,2,2015 Summer,27.079166666666666,20.0,33.2,0.0,0.0,0.0,37.791666666666664,23.0,62.0,24
2015-06-22,2015,6,22,Summer,2,2015 Summer,26.833333333333332,20.4,31.6,0.0,0.0,0.0,43.041666666666664,28.0,62.0,24
2015-06-23,2015,6,23,Summer,2,2015 Summer,27.34583333333333,21.6,33.3,1.0,1.0,0.0,52.833333333333336,34.0,70.0,24
2015-06-24,2015,6,24,Summer,2,2015 Summer,25.9375,24.0,28.5,0.0,0.0,0.0,50.0,41.0,59.0,24
2015-06-25,2015,6,25,Summer,2,2015 Summer,26.133333333333336,21.7,29.5,0.0,0.0,0.0,55.125,44.0,72.0,24
2015-06-26,2015,6,26,Summer,2,2015 Summer,26.462500000000002,21.5,31.3,0.8,0.8,0.0,62.833333333333336,46.0,87.0,24
2015-06-27,2015,6,27,Summer,2,2015 Summer,27.104166666666668,21.4,32.2,0.1,0.1,0.0,63.75,43.0,91.0,24
2015-06-28,2015,6,28,Summer,2,2015 Summer,29.045833333333334,24.4,34.3,0.2,0.2,0.0,57.291666666666664,38.0,79.0,24
2015-06-29,2015,6,29,Summer,2,2015 Summer,26.087500000000002,21.6,31.4,3.0,3.0,0.0,53.625,35.0,70.0,24
2015-06-30,2015,6,30,Summer,2,2015 Summer,21.854166666666668,17.0,26.9,3.3,3.3,0.0,56.291666666666664,34.0,84.0,24
2015-07-01,2015,7,1,Summer,2,2015 Summer,26.28333333333333,16.0,34.2,0.0,0.0,0.0,42.541666666666664,18.0,81.0,24
2015-07-02,2015,7,2,Summer,2,2015 Summer,27.21666666666667,18.0,33.6,0.0,0.0,0.0,33.041666666666664,14.0,71.0,24
2015-07-03,2015,7,3,Summer,2,2015 Summer,26.329166666666666,20.2,32.2,0.0,0.0,0.0,32.125,20.0,46.0,24
2015-07-04,2015,7,4,Summer,2,2015 Summer,23.0625,18.5,27.9,4.4,4.4,0.0,52.875,34.0,85.0,24
2015-07-05,2015,7,5,Summer,2,2015 Summer,24.558333333333334,18.0,30.6,0.6,0.6,0.0,57.916666666666664,34.0,88.0,24
2015-07-06,2015,7,6,Summer,2,2015 Summer,26.05,19.9,32.3,0.0,0.0,0.0,53.625,32.0,76.0,24
2015-07-07,2015,7,7,Summer,2,2015 Summer,27.262500000000003,20.2,33.6,0.0,0.0,0.0,51.666666666666664,29.0,83.0,24
2015-07-08,2015,7,8,Summer,2,2015 Summer,28.520833333333332,20.5,35.4,0.0,0.0,0.0,48.958333333333336,25.0,81.0,24
2015-07-09,2015,7,9,Summer,2,2015 Summer,28.791666666666668,21.8,35.5,0.0,0.0,0.0,41.625,20.0,71.0,24
2015-07-10,2015,7,10,Summer,2,2015 Summer,28.425,21.1,34.8,0.0,0.0,0.0,48.041666666666664,29.0,78.0,24
